id;title;artists;langauge;genre
1170109;Lonesome Valley; & The Fairfield Four;en;blues
1461622;Love In Vain (Take 1); & Robert Johnson;en;blues
1487887;Piece of My Heart; & Big Brother and the Holding Company;en;blues
105924;Little Wing; & The Jimi Hendrix Experience;en;blues
2987730;Ain't Much Loving; & Me and That Man;en;blues
328619;Hey Little Rich Girl; & Amy Winehouse;en;blues
86727;Cold Shot;Stevie Ray Vaughan & Double Trouble;en;blues
1384091;St. James Hospital; & Doc Watson;en;blues
310656;Prodigal Son; & The Rolling Stones;en;blues
4378985;Fishing for Fishies;King Gizzard & The Lizard Wizard;en;blues
338076;Whipping Post; & The Allman Brothers Band;en;blues
771087;Mighty, Mighty Man;Roy Brown;en;blues
958831;Match Box Blues (OKeh Version); & Blind Lemon Jefferson;en;blues
1162867;Baby, Please Don't Go; & Big Joe Williams;en;blues
203693;$29.00; & Tom Waits;en;blues
2071368;Ev'rybody Wants to Be a Cat;Scatman Crothers, Phil Harris & Thur Ravenscroft;en;blues
1162867;Baby, Please Don't Go; & Muddy Waters;en;blues
1081581;Je so' pazzo; & Pino Daniele;it;blues
980915;Nobody Knows When You're Down and Out; & Bessie Smith;en;blues
2209243;The Rider Song;Nick Cave & Warren Ellis;en;blues
88356;You Know I'm No Good; & Amy Winehouse;en;blues
847546;Key to the Highway; & Derek and the Dominos;en;blues
454734;Don’t Go No Farther;Muddy Waters;en;blues
2029486;Dust My Broom; & Elmore James;en;blues
794263;Santa Claus Wants Some Lovin'; & Albert King;en;blues
203361;Diamonds on My Windshield; & Tom Waits;en;blues
894156;Preachin’ the Blues;Bessie Smith;en;blues
761888;I’d Rather Go Blind;Beth Hart (Ft. Joe Bonamassa);en;blues
868847;Let’s Get Down to Business;B.B. King;en;blues
493353;Looky, Looky, Yonder / Black Betty / Yellow Women’s Door Bells;Lead Belly;en;blues
1362913;I’m Working On the Building; & B.B. King;en;blues
5475127;Baby in Blue; & Madisenxoxo;en;blues
310614;Parachute Woman; & The Rolling Stones;en;blues
3073970;Freedom Highway; & Rhiannon Giddens;en;blues
229236;Chains and Things; & B.B. King;en;blues
2885426;Lay My Body Down; & Rag'n'Bone Man;en;blues
346653;Mannish Boy (I’m a Man); & Muddy Waters;en;blues
1157398;Need Your Love So Bad; & Fleetwood Mac;en;blues
105924;Little Wing; & Eric Clapton;en;blues
1437066;Nasty Letter; & Otis Taylor;en;blues
1082487;Till the Cows Come Home; & Lucille Bogan;en;blues
2081166;I Ain’t Got Nobody; & Louis Armstrong;en;blues
3991033;Nobody Knows You When You're Down and Out; & Scrapper Blackwell;en;blues
3826551;Leave Fast; & Sam Fender;en;blues
157986;Spanish Castle Magic; & The Jimi Hendrix Experience;en;blues
1027954;Statesboro Blues; & Blind Willie McTell;en;blues
598258;Kiss of Fire; & Hugh Laurie;es;blues
1004347;Forty-Four; & Howlin' Wolf;en;blues
2927947;A Little While; & Yellow Days;en;blues
970102;Trust In Me; & Etta James;en;blues
868324;Rising High Water Blues;Blind Lemon Jefferson;en;blues
2247681;The Sky Is Crying;Stevie Ray Vaughan & Double Trouble;en;blues
894623;Hangman’s Blues;Blind Lemon Jefferson;en;blues
203560;Ol' 55; & Tom Waits;en;blues
202586;Little Red Rooster; & Howlin' Wolf;en;blues
111616;Hellhound On My Trail; & Robert Johnson;en;blues
1604002;It Serves You Right to Suffer; & John Lee Hooker;en;blues
122235;Hear My Train A Comin'; & Jimi Hendrix;en;blues
978910;The Way I Love Her;Bap Kennedy;en;blues
202595;My Babe; & Little Walter;en;blues
453619;I Feel So Good;Muddy Waters;en;blues
4378988;Plastic Boogie;King Gizzard & The Lizard Wizard;en;blues
1193983;Moanin' at Midnight; & Howlin' Wolf;en;blues
203526;Little Trip to Heaven (On the Wings of Your Love); & Tom Waits;en;blues
4378986;Boogieman Sam;King Gizzard & The Lizard Wizard;en;blues
192265;Devil Got My Woman; & Skip James;en;blues
1678392;Down Home Blues; & Z.Z. Hill;en;blues
108565;Heartattack and Vine; & Tom Waits;en;blues
138555;Whistlin' Past the Graveyard; & Tom Waits;en;blues
902705;Big Fat Mama Blues;Tommy Johnson;en;blues
1162867;Baby Please Don't Go; & Lightnin' Hopkins;en;blues
203615;Shiver Me Timbers; & Tom Waits;en;blues
2888228;Last Kind Word Blues; & Geeshie Wiley;en;blues
1487887;Piece of My Heart; & Janis Joplin;en;blues
1283029;How Many More Years; & Howlin' Wolf;en;blues
870597;B.D. Woman's Blues; & Lucille Bogan;en;blues
1145271;Bring Me My Shotgun; & Lightnin' Hopkins;en;blues
2005909;The Love Me Or Die; & C.W. Stoneking;en;blues
771087;Mighty, Mighty Man; & Roy Brown;en;blues
310610;Dear Doctor; & The Rolling Stones;en;blues
447832;Death Letter; & The White Stripes;en;blues
1180739;Big Boss Man; & Jimmy Reed;en;blues
828465;Poker Woman Blues;Blind Blake;en;blues
62499;Tears Dry on Their Own; & Amy Winehouse;en;blues
446734;I’m a Honky Tonk Girl;Loretta Lynn;en;country
758102;What It Takes;Adam Gregory;en;country
208694;Only Dreamin’;Dolly Parton;en;country
802210;Crossfire;The Nitty Gritty Dirt Band;en;country
709829;What If I Said;Anita Cochran & Steve Wariner;en;country
322048;The Ballad of Ira Hayes;Johnny Cash;en;country
906719;Mamas Don’t Let Your Babies Grow Up to Be Cowboys (Live 2002 Stars & Guitars);Willie Nelson (Ft. Matchbox Twenty);en;country
885558;Little Miss Magic;Jimmy Buffett;en;country
980169;Please Love Me Forever;Wanda Jackson;en;country
228688;If You’re Gonna Do Me Wrong;George Jones;en;country
840369;Drop On By;Laura Bell Bundy;en;country
196167;When You Were Mine;Lady A;en;country
737370;The Ballad Of Sally Rose;Emmylou Harris;en;country
603192;The Only Way I Know;Ty Herndon;en;country
104892;Worried Man Blues;The Carter Family;en;country
8542234;Jersey Giant; & Elle King;en;country
590980;Make Me Wanna;Thomas Rhett;en;country
587397;Last Call;Lee Ann Womack;en;country
228774;Won’t It Be Wonderful There?;George Jones;en;country
337257;When Love Gets A Hold Of You;Reba McEntire;en;country
453213;Me and Crippled Soldiers;Merle Haggard;en;country
562434;Like A Wrecking Ball; & Eric Church;en;country
322165;Sam Hall;Johnny Cash;en;country
782886;The Devil Went Down To Jamaica;Travis Meyer;en;country
863114;I Wanna Live;Glen Campbell;en;country
926999;Vaya con Dios;Ray Price;en;country
945430;WKRP in Cincinnati Theme;Richard Cheese;en;country
228592;My Baby’s Gone;George Jones;en;country
492685;Where It’s At;Dustin Lynch;en;country
220447;Finally Friday;George Jones;en;country
898260;Sam’s Place;Buck Owens;en;country
428380;I Gotta Get Drunk;Willie Nelson;en;country
752100;She’s So California;Adam Gregory;en;country
739509;West Memphis;Lucinda Williams;en;country
197255;I’m Falling In Love Tonight;Elvis Presley;en;country
919359;Snowman (Live);Rodney Carrington;en;country
772206;The Dashboard;Chris Young;en;country
725979;Second Handed Flowers;Tom T. Hall;en;country
807686;It’s True Love;Conway Twitty & Loretta Lynn;en;country
814750;Misery;Asleep at the Wheel (Ft. Marty Stuart);en;country
842460;That Odd Couple;Ernest Tubb & Loretta Lynn;en;country
889674;O Holy Night;Ronnie Milsap;en;country
607077;I Can’t;Ty Herndon (Ft. Jamie O'Neal);en;country
858248;Like You Did;Brandon Jenkins;en;country
739515;Something Wicked This Way Comes;Lucinda Williams;en;country
6071050;Breaking Up Slowly; & Lana Del Rey;en;country
194177;Mama Come Quick;Toby Keith;en;country
61663;Enchanted;Taylor Swift;en;country
337107;Heart Hush;Reba McEntire;en;country
322242;I Got A Woman;Johnny Cash & June Carter Cash;en;country
772129;She’s Got This Thing About Her;Chris Young;en;country
578486;Oh My Darling Clementine; & Traditional Transcriptions;en;country
188000;Cotton Eye Joe; & Rednex;en;country
935983;Honky Tonkin’ Around Texas;Aaron Watson (Ft. Asleep at the Wheel);;country
428259;Are You Sure;Willie Nelson;en;country
3511192;Odam Kireçtir Benim; & Ahmet Kaya;tr;country
945167;That’s the Way Love Goes;Johnny Rodriguez;en;country
554507;1913 Massacre;Ramblin' Jack Elliott;en;country
610519;I’ve Got a Quarter in My Pocket;Gary Allan;en;country
666690;Jubilee;Mary Chapin Carpenter;en;country
692752;Panhandle Poorboy;Kevin Fowler;en;country
190525;Everywhere;Tim McGraw;en;country
491150;Stronger;Jennette McCurdy;en;country
718430;I Wanna Go Home;Sundy Best;en;country
689824;Reflections;Charlie Daniels;en;country
650216;The Velvet Voices;Townes Van Zandt;en;country
733114;Darkest Hour Is Just Before Dawn;Emmylou Harris;en;country
718797;Blackie’s Gunman;Carlene Carter (Ft. Elizabeth Cook);en;country
836938;Brazil;Chet Atkins & Les Paul;en;country
336511;If I Had My Way;Reba McEntire;en;country
894060;Good Morning Beautiful;Steve Holy;en;country
717526;(I Wouldn’t Go There) If I Were You;Cody Johnson;en;country
761080;Revenge Of A Middle-Aged Woman;Tracy Byrd;en;country
754887;Run Rudolph Run;Aaron Tippin;en;country
547991;I’m So Lonesome I Could Cry;Hank Williams;en;country
445262;Feel That Fire;Dierks Bentley;en;country
2123730;Şafak Türküsü; & Ahmet Kaya;tr;country
2216928;Hani Benim Gençliğim; & Ahmet Kaya;tr;country
696090;Hillbilly Highway;Steve Earle;en;country
802612;Party On The Mountain;The Nitty Gritty Dirt Band;en;country
471543;Big Rock Candy Mountain; & Harry McClintock;en;country
913740;The Race;Kris Kristofferson;en;country
191331;When It’s Christmas Time in Texas;George Strait;en;country
783558;I Might Take You Back Again;The Bluegrass Album Band;en;country
580427;Blue Yodel No. 7 (Anniversary Blue Yodel);Jimmie Rodgers;en;country
687479;It’s So Easy;Sheryl Crow (Ft. Don Henley);en;country
930941;Diamond as Big as the Ritz;Jimmy Buffett;en;country
674868;Healing Hands Of Time;Jessi Colter;en;country
692761;Wave On Wave;Pat Green;en;country
918159;Foolish Questions;Johnny Cash;en;country
776572;That’s What I’d Be Like Without You;Alan Jackson;en;country
789397;Peace Sign;Amy Dalley;en;country
1468761;Death Letter Blues; & Son House;en;country
703307;Roll On Buddy;Ramblin' Jack Elliott;en;country
940706;Praise His Name;Jeff & Sheri Easter;en;country
561185;Goodbye Girl;Luke Bryan;en;country
972167;Hungry Eyes (Mama’s Hungry Eyes);Conway Twitty;en;country
189934;We’re Young and Beautiful;Carrie Underwood;en;country
856694;You Make Lovin’ Fun;Bering Strait;en;country
105867;The Night They Drove Old Dixie Down; & The Band;en;country
753274;Somewhere Under The Rainbow;Aaron Tippin;en;country
590675;These Arms of Mine;LeAnn Rimes;en;country
909954;Millers Cave;Johnny Paycheck;en;country
637862;Parking Brake;Dan + Shay;en;country
861020;Polk Salad Annie;The BossHoss;en;country
646878;Can’t Stop Loving You;Sara Evans (Ft. Isaac Slade);en;country
740465;These Boots Are Made for Walkin’;Lee Hazlewood;en;country
756978;Endless Summer;Aaron Lewis;en;country
985423;Hello, I’m Gone;Trisha Yearwood;en;country
973850;The Boy Who Wouldn’t Hoe Corn;The Broken Circle Breakdown Bluegrass Band;en;country
740010;When It’s Reckless;Wade Bowen;en;country
580769;Rock All Our Babies To Sleep;Jimmie Rodgers;en;country
859522;Save All Your Lovin’ For Me;Brenda Lee;en;country
714497;Belongs To You;Emerson Drive;en;country
7581970;Cowboys Don't Cry; & Oliver Tree;en;country
207644;Fresh Out of Forgiveness;Dolly Parton;en;country
858343;Here Comes That Feeling;Brenda Lee;en;country
793166;I Believe in You Darling;The Bluegrass Album Band;en;country
728242;The Adventures Of Linda Bohannon;Tom T. Hall;en;country
940970;Can’t Help Falling in Love;Marty Robbins;en;country
3575479;Yiğit Muhtaç Olmuş Kuru Soğana; & Selda Bağcan;tr;country
426234;Must’ve Had a Ball;Alan Jackson;en;country
7076626;I'd Like; & Freshlyground;en;country
194374;Country Comes To Town;Toby Keith;en;country
803580;Some of Shelly’s Blues;The Nitty Gritty Dirt Band;en;country
674942;The Last Gunfighter Ballad;Guy Clark (Ft. Waylon Jennings);en;country
198269;Little Moments;Brad Paisley;en;country
127995;My Memory Ain’t What It Used to Be;Jason Aldean;en;country
337008;He Wants To Get Married;Reba McEntire;en;country
974934;You Can’t Have Your Kate and Edith Too;The Statler Brothers;en;country
452223;I’d Never Told on You;Merle Haggard;en;country
761805;Oh Baby Babe;The Johnny Burnette Trio;en;country
196210;Something ’Bout A Woman;Lady A;en;country
879933;Hard Year Blues;Tim O'Brien;en;country
887933;Livin’ On;Son Volt;en;country
761044;Walking To Jerusalem;Tracy Byrd;en;country
761336;It’s About Time;Tracy Byrd;en;country
96432;Begin Again; & Taylor Swift;en;country
908760;No Ship Coming In;Lost Dogs;en;country
81753;Orange Blossom Special;Johnny Cash;en;country
732559;For No One;Emmylou Harris;en;country
847487;Til I Gain Control Again;Blue Rodeo;en;country
584183;Where the Soul Never Dies;Hank Williams;en;country
848166;Arizona Dust;Blue Rodeo;en;country
337228;Break Each Other’s Hearts Again;Reba McEntire & Don Henley;en;country
649265;Memory Town;Brooks & Dunn;en;country
810638;Sweet Emmylou;Joey + Rory;en;country
552790;All My Roads (Lead Back To You);Ronnie Milsap;en;country
583951;Just When I Needed You;Hank Williams;en;country
190116;What Can I Say;Carrie Underwood (Ft. Sons of Sylvia);en;country
387508;A Sky Full of Stars; & Coldplay;en;electronic
7026181;My Universe;Coldplay & BTS;en;electronic
143052;Love Bullets;​will.i.am (Ft. Skylar Grey);en;electronic
8110884;Texts Go Green; & Drake;en;electronic
3081001;More Than You Know; & Axwell Λ Ingrosso;en;electronic
7210002;Light Switch; & Charlie Puth;en;electronic
654626;Movements; & Pham;en;electronic
485496;The Big Ship;Brian Eno;;electronic
3124871;Татарин (Tatar); & АИГЕЛ (AIGEL);ru;electronic
136397;Overgrown; & James Blake;en;electronic
2971892;Dreamer; & Axwell Λ Ingrosso;en;electronic
852560;Where Would You Like Them Left?;Blaqk Audio;en;electronic
169499;One Minute;Krewella;en;electronic
3001770;Anoche; & Arca;es;electronic
3210315;Katchi; & Nick Waterhouse;;electronic
3259007;​drink i'm sippin on; & Yaeji;ko;electronic
172919;Jenny (I Wanna Ruin Our Friendship); & Studio Killers;en;electronic
237314;Centipede;Knife Party;en;electronic
77547;As Long As You Love Me; & Justin Bieber;en;electronic
342650;Unison; & Björk;en;electronic
85545;New Town Burnout;Animal Collective;en;electronic
2837373;666 ʇ; & Bon Iver;en;electronic
135507;Give Me My Month;James Blake;en;electronic
2837374;21 M♢♢N WATER; & Bon Iver;en;electronic
8219840;PURE/HONEY; & Beyoncé;en;electronic
116967;Retrograde; & James Blake;en;electronic
1872595;Be Together; & Major Lazer;en;electronic
7565088;​pamplemousse; & FKA twigs;en;electronic
3069711;Eyes Closed; & Halsey;en;electronic
2463453;This Is What You Came For;Calvin Harris & Rihanna;en;electronic
2840993;Device Control (Reprise); & Wolfgang Tillmans;en;electronic
2264496;Omen; & Disclosure;en;electronic
4547299;​home with you; & FKA twigs;en;electronic
154286;I Need Your Love; & Calvin Harris;en;electronic
515434;I Can’t Take It;Dillon Francis;en;electronic
638152;Frost;SALEM;en;electronic
63104;Everything in Its Right Place; & Radiohead;en;electronic
691404;Stay;Crywolf & Ianborg;en;electronic
7565084;​ride the dragon; & FKA twigs;en;electronic
3333474;MIC Drop (Steve Aoki Remix); & BTS;en;electronic
57024;Alice Practice;Crystal Castles;en;electronic
3063519;There For You;Martin Garrix & Troye Sivan;en;electronic
2837375;8 (circle); & Bon Iver;en;electronic
496325;Polygon Dust;Porter Robinson (Ft. Lemaitre);en;electronic
707787;Runaway;Crywolf & Ianborg;en;electronic
379236;Sidewalk;Loreen;en;electronic
3047104;Desafío; & Arca;es;electronic
171407;Guilt Trip; & Kanye West;en;electronic
370333;GoodTime;E-V (USA) (Ft. Lorine Chia & ​mgk);en;electronic
1187;Idioteque; & Radiohead;en;electronic
3280687;To the Moon and Back; & Fever Ray;en;electronic
3188009;Silence; & Marshmello;en;electronic
769683;Parasite;Circle of Dust;en;electronic
3119120;Big Enough; & Kirin J Callinan;en;electronic
511242;River;Ibeyi;en;electronic
7194837;Moth to a Flame;Swedish House Mafia & The Weeknd;en;electronic
2837386;22 (OVER S∞∞N); & Bon Iver;en;electronic
3813267;Остров (Island); & МЫ (WE);ru;electronic
3092905;Love is a Bitch; & Two Feet;en;electronic
317538;Sour Times; & Portishead;en;electronic
5227935;4 Morant (Better Luck Next Time); & Doja Cat;en;electronic
7554816;Don't Break My Heart; & The Weeknd;en;electronic
113105;Harder, Better, Faster, Stronger; & Daft Punk;en;electronic
1856869;Habits of My Heart; & Jaymes Young;en;electronic
851870;Deconstructing Gods;Blaqk Audio;en;electronic
116066;The Gloaming; & Radiohead;en;electronic
102390;Don't You Worry Child; & Swedish House Mafia;en;electronic
74910;Not in Love;Crystal Castles (Ft. Robert Smith);en;electronic
196048;Friends;Ween;en;electronic
3035105;Me Rehúso; & Danny Ocean;es;electronic
4872275;​​toothless; & 100 gecs;en;electronic
75097;Genesis; & Grimes;en;electronic
2999077;Piel; & Arca;es;electronic
494147;Together;Together;en;electronic
676122;Stonemilker; & Björk;en;electronic
7142443;​Dreamcore; & Pathetic;ru;electronic
74910;Not in Love; & Crystal Castles;en;electronic
3100925;BOOMBAYAH -Japanese Ver.-; & BLACKPINK;ja;electronic
2818336;The Mind Electric; & Miracle Musical;nl;electronic
715223;Lean On; & Major Lazer;en;electronic
405177;Picture Frames; & ​rei brown;en;electronic
586869;My House;Rhythm Controll (Ft. Chuck Roberts);en;electronic
2155408;In Time; & FKA twigs;en;electronic
5331787;Nonbinary; & Arca;en;electronic
412421;Artichoke;Cibo Matto;en;electronic
833485;Drowning (Avicii Radio Edit);Armin van Buuren (Ft. Laura V);en;electronic
1216776;Amazing Flight; & Ayreon;en;electronic
4065494;Frail State of Mind; & The 1975;en;electronic
178289;On the Run; & Pink Floyd;en;electronic
102759;Nightcall; & Kavinsky;en;electronic
4547302;​daybed; & FKA twigs;en;electronic
3311853;I Feel Like I'm Drowning; & Two Feet;en;electronic
136388;Life Round Here; & James Blake;en;electronic
2825063;Devil Eyes; & Hippie Sabotage;en;electronic
578741;Happy Hours;Yung Beef (Ft. La Favi);es;electronic
6674086;Choker; & ​twenty one pilots;en;electronic
193629;We Become;Austra;en;electronic
2971892;Dreamer; & Laufey;en;electronic
3692157;Happy Now;Kygo & Sandro Cavazza;en;electronic
133451;Shed Some Blood;Rhye;en;electronic
2431033;Brain Power; & NOMA (JPN);en;electronic
877173;Lion Thief;The Beta Band;en;electronic
462855;Soul of a Man (Son of God Remix); & Steven Stern;en;electronic
7554812;A Tale By Quincy; & The Weeknd;en;electronic
133590;Hunger;Rhye;en;electronic
3397990;Fearless, Pt. II; & Lost Sky;en;electronic
851621;The Witness;Blaqk Audio;en;electronic
409314;Rivers;Diamond Eyes;en;electronic
116537;Violent Youth;Crystal Castles;en;electronic
3016408;Everything Black; & Unlike Pluto;en;electronic
4595739;I Need Help Immediately; & 100 gecs;en;electronic
969954;The Pleasure Song;Marianne Faithfull;en;electronic
216950;Ungirthed;Purity Ring;en;electronic
4547298;​mary magdalene; & FKA twigs;en;electronic
173048;Subterraneans; & David Bowie;en;electronic
3173852;Lonely Together; & Avicii;en;electronic
7556220;Every Angel is Terrifying; & The Weeknd;en;electronic
3080835;Little Dark Age; & MGMT;en;electronic
116335;Неваляшка (Tumbler Toy); & Oxxxymiron;ru;electronic
342594;It's Not Up to You; & Björk;en;electronic
590927;Everything Falls Apart; & ​rei brown;en;electronic
743004;Relentless;Shlohmo;;electronic
62170;Midnight City; & M83;en;electronic
770150;Technological Disguise;Circle of Dust;en;electronic
276082;Kill EVERYBODY;Skrillex;en;electronic
512405;It’s Not Over;Holy Ghost!;en;electronic
690633;Run with the Wolves;The Prodigy;en;electronic
3311447;I'm Not Her; & Clara Mae;en;electronic
575103;Pink Cellphone;Deftones (Ft. Annie Hardy);en;electronic
3113471;Sick Boy; & The Chainsmokers;en;electronic
86823;We’ll Be Coming Back;Calvin Harris (Ft. Example);en;electronic
3081379;I Don't Know Why; & Imagine Dragons;en;electronic
75097;Genesis; & Dua Lipa;en;electronic
877695;Under;Brian Eno;en;electronic
3541822;Make Me Feel; & Janelle Monáe;en;electronic
874585;Young Offender;Pet Shop Boys;en;electronic
418825;Sweet Music;Kylie Minogue;en;electronic
133588;One of Those Summer Days;Rhye;en;electronic
342549;Headphones; & Björk;en;electronic
116535;Transgender;Crystal Castles;en;electronic
5244673;At the Door; & The Strokes;en;electronic
8080840;Grrrls; & Lizzo;en;electronic
2974582;Now or Never; & Halsey;en;electronic
3692157;Happy Now;Zedd & Elley Duhé;en;electronic
2837556;10 d E A T h b R E a s T ⚄ ⚄; & Bon Iver;en;electronic
5554617;Pretty Cvnt; & Sewerslvt;ja;electronic
844328;Goldener Reiter;Joachim Witt;de;electronic
77735;Beauty and a Beat; & Justin Bieber;en;electronic
4635133;Dawn Chorus; & Thom Yorke;en;electronic
1695405;Frankie Teardrop; & Suicide;en;electronic
75437;Maggie's Farm; & Bob Dylan;en;folk
199520;Bunkhouse Theme;Bob Dylan;;folk
3929795;Wellerman; & The Longest Johns;en;folk
9360406;Bug Like an Angel; & Mitski;en;folk
438318;Sam Wong Hotel;Sun Kil Moon;en;folk
738158;I Remember Learning How to Dive;Animal Collective;en;folk
79658;Baby Driver;Simon & Garfunkel;en;folk
913156;Just a Closer Walk with Thee;The Seekers;en;folk
996666;The Sleigh in the Moon;Sufjan Stevens (Ft. Cat Martino);en;folk
398937;“En Gallop”;Joanna Newsom;en;folk
88410;Catch the Wind; & Donovan;en;folk
3025791;Cross My Heart and Hope to Die; & Me and That Man;en;folk
955671;Fight On;The Weavers;en;folk
5133994;Maybe I Was Boring; & Wilbur Soot;en;folk
547965;End of the Affair; & Ben Howard;en;folk
366926;Nebraska; & Bruce Springsteen;en;folk
98668;This Land Is Your Land; & Woody Guthrie;en;folk
796666;Horse and Cart;Angus & Julia Stone;en;folk
186079;Belly Full;Dave Matthews Band;en;folk
60543;Good Intentions Paving Co.; & Joanna Newsom;en;folk
879233;Helvegen; & Wardruna;no;folk
374446;God Bless America; & Kate Smith;en;folk
384323;Milk Thistle;Conor Oberst and The Mystic Valley Band;en;folk
971046;A Pict Song;Billy Bragg;en;folk
338925;Wild Eyed Boy from Freecloud;David Bowie;en;folk
122900;Poison Oak; & Bright Eyes;en;folk
2889668;Cold Beer; & Jesse Stewart;en;folk
895411;Last Call;Dave Van Ronk;en;folk
961011;He’s Got the Whole World in His Hands;Odetta;en;folk
136457;The Gnome; & Pink Floyd;en;folk
935111;​el corazón te guiará;Luli & Lucina;es;folk
961015;Greensleeves; & Traditional Transcriptions;en;folk
967491;Stone By Stone;John McCutcheon;en;folk
3392799;Sen Gel Diyorsun (Öf Öf); & Cem Adrian;tr;folk
401879;Out on the Weekend; & Neil Young;en;folk
2398765;Nothing Lasts; & Bedroom;en;folk
5662710;My Own Version of You; & Bob Dylan;en;folk
2829016;Take It All Back 2.0;Judah & The Lion;en;folk
117541;It Ain't Me Babe; & Bob Dylan;en;folk
180816;Comes a Time;Neil Young;en;folk
199514;Main Title Theme (Billy);Bob Dylan;;folk
1556;Blackbird; & Fat Freddy's Drop;en;folk
94551;Casimir Pulaski Day; & Sufjan Stevens;en;folk
3668108;Underwater FlyZone; & Trippie Redd;en;folk
114537;Harvest Moon; & Neil Young;en;folk
921465;Waving My Arms in the Air (take 1);Syd Barrett;en;folk
137573;The Trapeze Swinger;Iron & Wine;en;folk
125716;San Francisco (Be Sure to Wear Some Flowers in Your Hair); & Scott McKenzie;en;folk
391451;Reason to Believe; & Tim Hardin;en;folk
5470124;I Contain Multitudes; & Bob Dylan;en;folk
957909;Bed Of Prayer;Adam Green;en;folk
778144;I Believe;Carrie Newcomer (Ft. Ayaan Ali Khan);en;folk
215853;Alameda; & Elliott Smith;en;folk
128240;Big Jet Plane;Angus & Julia Stone;en;folk
845981;Boots of Spanish Leather;Joan Baez;en;folk
