id;title;artists;langauge;genre
561144;Old Shit;Miranda Lambert (Ft. W.B. Givens);en;country
880069;Camp Bird Mine;C.W. McCall;en;country
920589;From Good To Bad To Worse To Gone;Ricochet;en;country
778118;Saturday Night Situation;Amy Dalley;en;country
970525;I’ve Come To Say Goodbye;Faron Young;en;country
191591;Just Look at Me;George Strait;en;country
779438;Stand By Your Man;David Allan Coe;en;country
865920;Never Gonna Change;Drive-By Truckers;en;country
718363;Ain’t Out Of The Woods;Colt Ford (Ft. Montgomery Gentry);en;country
229313;Over You;George Jones;en;country
776120;Looking in the Eyes of Love;Alison Krauss & Union Station;en;country
689824;Reflections;Charlie Daniels;en;country
586775;Here Comes My Baby;Dottie West;en;country
326040;Brakeman’s Blues;Johnny Cash;en;country
946953;When Goodbye Was a Word;Trisha Yearwood;en;country
760804;I Love You, That’s All;Tracy Byrd;en;country
722673;Don’t Say That You Love Me;Vince Gill;en;country
956494;Gates Of Eden;Lost Dogs;en;country
111724;Welcome Home, Son; & Radical Face;en;country
207824;Touch Your Woman;Dolly Parton;en;country
889378;Can You Fool;Glen Campbell;en;country
804665;Tulsa Sounds Like Trouble To Me;The Nitty Gritty Dirt Band;en;country
452223;I’d Never Told on You;Merle Haggard;en;country
79183;Truckin'; & The Grateful Dead;en;country
754554;Working Man’s Ph.D;Aaron Tippin;en;country
723447;Santa Claus Is Coming To Town;Vince Gill;en;country
774930;I’m Thinking Tonight Of My Blue Eyes;Eddy Arnold;en;country
452678;Moanin’ the Blues;Merle Haggard;en;country
744328;Yesterday Will Come Again Tonight;Loretta Lynn;en;country
3080597;Adaletin Bu mu Dünya; & Selda Bağcan;tr;country
857631;(If I’m Dreaming) Just Let Me Dream;Brenda Lee;en;country
57189;Teardrops On My Guitar; & Taylor Swift;en;country
683549;Don’t You Think I Feel it Too;Jessi Colter;en;country
4499978;I Bet You Think About Me (Taylor's Version) [From the Vault]; & Taylor Swift;en;country
436690;Don’t Let Me Be Lonely Tonight;James Taylor;en;country
1522030;Old Number Seven; & The Devil Makes Three;en;country
923243;Let the Heartache Ride;Restless Heart;en;country
228580;When Jesus Takes His Children Home;George Jones & Tammy Wynette;en;country
5111631;Union Dixie; & Tennessee Ernie Ford;en;country
898496;Mazelle;Gary Stewart;en;country
198347;Anything Like Me;Brad Paisley;en;country
814750;Misery;Asleep at the Wheel (Ft. Marty Stuart);en;country
717711;Titty’s Beer;Colt Ford (Ft. Trent Tomlinson);en;country
732528;If I Could Only Win Your Love;Emmylou Harris;en;country
336584;Everything But My Heart;Reba McEntire;en;country
599353;Christchurch Woman;Justin Townes Earle;en;country
198269;Little Moments;Brad Paisley;en;country
428344;I Just Don’t Understand;Willie Nelson;en;country
580769;Rock All Our Babies To Sleep;Jimmie Rodgers;en;country
207870;You’re the One That Taught Me (How to Swing);Dolly Parton;en;country
132077;Tim McGraw; & Taylor Swift;en;country
2484131;In Hell I'll Be in Good Company; & The Dead South;en;country
684049;I Can’t Help It (If I’m Still in Love with You);Patsy Cline;en;country
776572;That’s What I’d Be Like Without You;Alan Jackson;en;country
578036;Crazy Heart;Hank Williams;en;country
337257;When Love Gets A Hold Of You;Reba McEntire;en;country
702657;Lovesick Blues;Ramblin' Jack Elliott;en;country
717526;(I Wouldn’t Go There) If I Were You;Cody Johnson;en;country
1778811;Fire Away; & Niall Horan;en;country
451988;My Ramona;Merle Haggard;en;country
191612;We Must Be Loving Right;George Strait;en;country
772206;The Dashboard;Chris Young;en;country
696970;I Can’t Help Myself;Ronnie Dunn;en;country
786912;American Pride;Alabama;en;country
453379;Take These Chains from My Heart;Merle Haggard;en;country
552800;Country Cookin’;Ronnie Milsap;en;country
552808;She Even Woke Me Up to Say Goodbye;Ronnie Milsap;en;country
847895;Peace In The Valley;Boxcar Willie;en;country
190525;Everywhere;Tim McGraw;en;country
3961987;The Devil's Bagel; & Rusty Cage;en;country
7076626;BONES; & Demi Lovato;en;country
888792;Backslider’s Wine;Gary Stewart;en;country
228379;I’ll Fly Away;George Jones;en;country
696443;Look At My Truck;Chase Rice;en;country
722655;Oh Carolina;Vince Gill;en;country
863114;I Wanna Live;Glen Campbell;en;country
85072;Hurt; & Oliver Tree;en;country
739312;Every Little Thing;Jennifer Nettles;en;country
926999;Vaya con Dios;Ray Price;en;country
858781;Call Of The Road;Brandon Jenkins;en;country
807067;The Right Combination;Porter Wagoner & Dolly Parton;en;country
999981;In My Own Backyard;Joe Diffie;en;country
3512708;Dağlarda Kar Olsaydım; & Ahmet Kaya;tr;country
956190;You Don’t Get No More;Patty Loveless;en;country
208553;I Am Ready;Dolly Parton;en;country
547988;Weary Blues from Waitin’;Hank Williams;en;country
583951;Just When I Needed You;Hank Williams;en;country
185913;Winter Wonderland;Blake Shelton;en;country
428378;Who Do I Know in Dallas;Willie Nelson;en;country
324317;Gone Girl;Johnny Cash;en;country
753819;Lost;Aaron Lines;en;country
739289;Mean Enough World;Old Crow Medicine Show;en;country
716372;Tonight;Sara Evans;en;country
738862;Little Bird;Emmylou Harris;en;country
724788;Cloudy Day;Tom T. Hall;en;country
810618;Out in the Rain;Buddy & Julie Miller;en;country
670998;The Happiest Days of All;The Carter Family;en;country
721739;What Good Did You Get (Out Of Breaking My Heart);Lefty Frizzell;en;country
2125633;Siz Yanmayın (Sürgün); & Ahmet Kaya;tr;country
428249;The Healing Hands of Time;Willie Nelson;en;country
914770;Running Through the Rain;Chris LeDoux;en;country
954894;Lonely Night;Merle Haggard;en;country
739510;Cold Day in Hell;Lucinda Williams;en;country
649265;Memory Town;Brooks & Dunn;en;country
828775;Rockin’ Machine;Badfinger;en;country
810638;Sweet Emmylou;Joey + Rory;en;country
972605;A Dear John Letter;Skeeter Davis & Bobby Bare;en;country
622721;’Til He’s Dead or Rises;Drive-By Truckers;en;country
191570;So Much Like My Dad;George Strait;en;country
3511192;Odam Kireçtir Benim; & Ahmet Kaya;tr;country
781074;Face To Face;Alabama (Ft. K.T. Oslin);en;country
760673;Tulsa Telephone Book;Calexico;en;country
3511366;Doğum Günü; & Ahmet Kaya;tr;country
325754;Amazed;Lonestar;en;country
810831;Porchlight;Neko Case;en;country
429081;Unchained Melody;Willie Nelson;en;country
917590;Miss Molly;Old 97's;en;country
718843;Hang On;Hank Williams III;en;country
427272;Nothing Fancy;Alan Jackson;en;country
584183;Where the Soul Never Dies;Hank Williams;en;country
923145;Somewhere Along Life’s Highway;Hank Snow;en;country
667107;Sudden Gift of Fate;Mary Chapin Carpenter;en;country
3916779;Angels in Heaven; & Chris Rodrigues;en;country
7581970;Cowboys Don't Cry; & Oliver Tree;en;country
427661;Southern Hallelujah;Trace Adkins;en;country
192005;Tell Me Something Bad About Tulsa;George Strait;en;country
113317;Heart of Gold; & Neil Young;en;country
752782;Tennessee Waltz;Roy Acuff;en;country
191585;You Know Me Better Than That;George Strait;en;country
687479;It’s So Easy;Sheryl Crow (Ft. Don Henley);en;country
621789;The Pill;Loretta Lynn;en;country
610519;I’ve Got a Quarter in My Pocket;Gary Allan;en;country
321739;I Want to Go Home;Johnny Cash;en;country
709706;Gamblin’ Blues;Steve Earle and The Dukes;en;country
344565;Silver Bells;Garth Brooks;en;country
85072;HURT; & 1-800-PAIN;en;country
802153;And So It Goes;The Nitty Gritty Dirt Band (Ft. John Denver);en;country
704123;Soul of a Man;Ramblin' Jack Elliott;;country
792353;Into My Arms Again;Amber Digby;en;country
646878;Can’t Stop Loving You;Sara Evans (Ft. Isaac Slade);en;country
858248;Like You Did;Brandon Jenkins;en;country
663338;How Do;Mary Chapin Carpenter;en;country
872707;Something Real;Randy Houser;en;country
94508;The Long Black Veil;Johnny Cash;en;country
7076626;I'd Like; & Freshlyground;en;country
199472;Winterlude;Bob Dylan;en;country
842010;Chasin Rainbows;JB And The Moonshine Band;en;country
948308;Greenback Dollar;Henson Cargill;en;country
4043058;I Guess I Just Feel Like; & John Mayer;en;country
696034;Near the Cross;Iris DeMent;en;country
228608;Sparkling Brown Eyes;George Jones;en;country
958424;You Leave Me Like This;Lorrie Morgan;en;country
3319094;Providence; & Godspeed You! Black Emperor;en;country
7076625;The Very First Night (Taylor's Version) [From The Vault]; & Taylor Swift;en;country
220528;Your Kind of Loving Won’t Do;George Jones;en;country
138406;Take Me Home, Country Roads; & John Denver;en;country
218745;Prayin’ for Daylight;Rascal Flatts;en;country
556447;Abilene;Buck Owens;en;country
763783;I Take The Chance;Jim Ed Brown;en;country
228951;The Old, Old House;George Jones;en;country
734107;Cattleman’s Gun;Dean Brody;en;country
671824;Home by the Sea;The Carter Family;en;country
718833;I Ain’t Gonna Work Tomorrow;Carlene Carter (Ft. The Carter Family II);en;country
336511;If I Had My Way;Reba McEntire;en;country
666690;Jubilee;Mary Chapin Carpenter;en;country
703307;Roll On Buddy;Ramblin' Jack Elliott;en;country
760893;I’ve Got What It Takes;Tracy Byrd;en;country
554066;Down On the Corner of Love;Buck Owens;en;country
3575703;Dostum Dostum; & Selda Bağcan;tr;country
145273;A Thousand Diamond Rings;The Handsome Family;en;country
691200;Grapes of Wrath;Charlie Daniels;en;country
4074796;Requiem of the Crazies; & Rusty Cage;en;country
939781;Leavin’ on Your Mind;LeAnn Rimes;en;country
228722;In Person;George Jones;en;country
697139;Fix Your Broken Heart;Macy Martin;en;country
2001249;Neredesin Sen (Tatlı Dili Güler Yüze); & Neşet Ertaş;tr;country
223977;Too Good Is True;Rascal Flatts;en;country
874830;How Did You Do It?;Don Williams;en;country
668947;Holding Up the Sky;Mary Chapin Carpenter;en;country
940376;I Do Believe;The Highwaymen;en;country
709758;I Know She Ain’t Ready;Luke Combs;en;country
426991;Like Red On A Rose;Alan Jackson;en;country
696125;San Antonio Girl;Steve Earle;en;country
228808;Hell Stays Open (All Night Long);George Jones;en;country
890527;Gee;George Hamilton IV;en;country
793421;A Good Year for the Roses (1994);George Jones (Ft. Alan Jackson);en;country
722662;With You;Vince Gill;en;country
703173;Tractor;Ramblin' Jack Elliott;en;country
227992;Ain’t It Funny What A Fool Will Do;George Jones;en;country
970272;I Heard That Lonesome Whistle;Porter Wagoner;en;country
317435;Neon Moon;Brooks & Dunn;en;country
909954;Millers Cave;Johnny Paycheck;en;country
802250;Old Time’s Sake;The Nitty Gritty Dirt Band;en;country
610510;It Would Be You;Gary Allan;en;country
817314;I’ll Go Crazy;Andy Griggs;en;country
566363;Coward of the County;Kenny Rogers;en;country
685611;Run, Baby, Run; & Sheryl Crow;en;country
994873;I’d Fight the World;Ray Price;en;country
85072;Hurt; & Yung Lean;en;country
761717;In the Orchard;Tiger Army;en;country
740539;Open Skies;David Crowder Band;en;country
709753;Silent Movies;Madisen Ward and the Mama Bear;en;country
191594;Here We Go Again;George Strait;en;country
324073;Ballad of Barbara;Johnny Cash;en;country
426234;Must’ve Had a Ball;Alan Jackson;en;country
758102;What It Takes;Adam Gregory;en;country
896934;Yesterday’s Girl;Hank Thompson;en;country
757628;Tangled Up In You;Aaron Lewis (Ft. Alexa Carter);en;country
551160;Let It Snow, Let It Snow, Let It Snow;Darius Rucker;en;country
638926;Best Music Beats to be Coming 2015;Nabi056;en;country
914426;Honky Tonk Healin’;David Ball;en;country
645235;La journée qui s’en vient est flambant neuve;Avec pas d'casque;fr;country
431586;The Way You Love Me;Faith Hill;en;country
726504;Old Five And Dimers Like Me;Tom T. Hall;en;country
675146;Who Do You Think You Are;Guy Clark;en;country
587707;Drinky Drink;Frankie Ballard;en;country
220482;(It’s the Bible Against the Bottle) The Battle for Daddy’s Soul;George Jones;en;country
935376;Stomping Grounds;JJ Lawhorn;en;country
429110;Twinkle, Twinkle Little Star;Willie Nelson;en;country
862156;Leather And Lace;Aaron Watson;en;country
771749;Daddy Don’t You Walk So Fast;Charlie Rich;en;country
3096724;You Should Probably Leave; & Chris Stapleton;en;country
325510;Family Bible;Johnny Cash;en;country
904429;Falling in Love Again;Robert Plant;en;country
685757;Bill Bailey, Won’t You Please Come Home;Patsy Cline;en;country
323613;Too Little, Too Late;Johnny Cash;en;country
8542234;Jersey Giant; & Elle King;en;country
696212;Esmeralda’s Hollywood;Steve Earle;en;country
687631;Trudy;Charlie Daniels;en;country
983692;Not That I Care;Ronnie Milsap;en;country
228762;Heartaches By The Number;George Jones;en;country
881637;Help Me Make It Through the Night;Sammi Smith;en;country
728242;The Adventures Of Linda Bohannon;Tom T. Hall;en;country
848166;Arizona Dust;Blue Rodeo;en;country
745736;In A Young Girl’s Mind;Lee Hazlewood;en;country
195810;Stupid Boy;Keith Urban;en;country
228755;The Window Up Above (2008);George Jones (Ft. Leon Russell);en;country
892910;Turn It On, Turn It Up, Turn Me Loose;Dwight Yoakam;en;country
841143;Ride;JB And The Moonshine Band;en;country
761560;The First Step;Tracy Byrd;en;country
916305;Beni Bul Anne;Ahmet Kaya;tr;country
718783;Oh What A Beautiful World;Rodney Crowell;en;country
552818;Daydreams About Night Things;Ronnie Milsap;en;country
428380;I Gotta Get Drunk;Willie Nelson;en;country
985423;Hello, I’m Gone;Trisha Yearwood;en;country
858305;Let The Four Winds Blow;Brenda Lee;en;country
637862;Parking Brake;Dan + Shay;en;country
670915;No More the Moon Shines on Lorena;The Carter Family;en;country
599940;Pride and Joy;Brandi Carlile;en;country
193959;Not Every Man Lives;Jason Aldean;en;country
801536;In the Palm of Your Hand;Alison Krauss & The Cox Family;en;country
740010;When It’s Reckless;Wade Bowen;en;country
207645;Mama, Say a Prayer;Dolly Parton;en;country
887026;Just for the Touch of Your Hand;Shelby Lynne;en;country
108254;Flowers On the Wall;The Statler Brothers;en;country
194859;Only What You Make Of It;Little Big Town;en;country
964906;I’m Tired Of Pretending;Hank Thompson;en;country
237548;Dois Cus (Caçapas de Ilusão);Casseta & Planeta;pt;country
191294;Famous Last Words of a Fool;George Strait;en;country
696070;Country Release Calendar — 3rd Quarter 2014;Country Genius Editors;en;country
105867;The Night They Drove Old Dixie Down; & The Band;en;country
986864;Down In The Valley;The Lost Trailers;en;country
938534;You Made a Monkey Out of Me;Buck Owens;en;country
920184;She’s A Natural;Shenandoah;en;country
203725;Summertime Song;Clay Walker;en;country
769566;Right Or Wrong;Bob Wills;en;country
758721;Half Past Loving You;Adam Gregory;en;country
692761;Wave On Wave;Pat Green;en;country
758069;Last Train;Abigail Washburn;en;country
723450;Let There Be Peace On Earth; & Harry Connick, Jr.;en;country
718691;Simple Life;Megan and Liz;en;country
650216;The Velvet Voices;Townes Van Zandt;en;country
847487;Til I Gain Control Again;Blue Rodeo;en;country
81753;Orange Blossom Special;Johnny Cash;en;country
122323;Travelin' Soldier; & The Chicks;en;country
994057;It’s All Over (All Over Again);Kris Kristofferson & Rita Coolidge;en;country
698364;The Seeker;Steve Earle;en;country
896189;Some Dark Holler;Dwight Yoakam (Ft. The Nitty Gritty Dirt Band);en;country
426239;Life or Love;Alan Jackson;en;country
739928;We All Make The Flowers Grow;Lee Hazlewood;en;country
562434;Like A Wrecking Ball; & Eric Church;en;country
921837;Jesus Was A Country Boy;Clay Walker;en;country
427456;Blue Side Of Heaven;Alan Jackson;en;country
336968;I Wouldn’t Go That Far;Reba McEntire;en;country
803839;Good To Be Alive;The Nitty Gritty Dirt Band;en;country
713857;Lemonade;Emerson Drive;en;country
713866;Fishin’ In The Dark;Emerson Drive;en;country
798271;I’m Already Gone;Amy Dalley;en;country
918159;Foolish Questions;Johnny Cash;en;country
580081;I’m Lonely and Blue;Jimmie Rodgers;en;country
587572;Country Side of Heaven;Eric Paslay;en;country
805191;It’s Time I Tried;Allison Moorer;en;country
698362;I Thought You Should Know;Steve Earle;en;country
675007;Voilà, An American Dream;Guy Clark;en;country
449750;Happy Girl;Martina McBride;en;country
689403;It’s My Life;Charlie Daniels;en;country
344478;Rollin’;Garth Brooks;en;country
615791;(There’s A) Fire In The Night;Alabama;en;country
614806;The Statesmen Quartet Sing With Hovie Lister (Liner Notes);The Statesmen Quartet (Ft. Paul Jones);en;country
945430;WKRP in Cincinnati Theme;Richard Cheese;en;country
858284;Baby Face;Brenda Lee;en;country
914670;A Lover’s Clown;Clint Black;en;country
194367;How Do You Like Me Now?!;Toby Keith;en;country
488677;Loved;Lucy Hale;en;country
737900;Precious Memories;Emmylou Harris;en;country
696775;Tom Ames’ Prayer;Steve Earle;en;country
762264;Take Her To The Country;Moonshine Bandits;en;country
945167;That’s the Way Love Goes;Johnny Rodriguez;en;country
182395;Rainy Season;Hunter Hayes;en;country
512798;Rudolph the Red-Nosed Reindeer;Gene Autry;en;country
716013;Hollow;Trampled by Turtles;en;country
578486;Oh My Darling Clementine; & Traditional Transcriptions;en;country
718748;Lonely Island;The Secret Sisters;en;country
552817;Who’ll Turn Out The Lights (In Your World Tonight);Ronnie Milsap;en;country
674868;Healing Hands Of Time;Jessi Colter;en;country
944510;She Thinks I Still Care;John Fogerty;en;country
809181;Long Stretch Of Lonesome;Andy Griggs;en;country
2216928;Hani Benim Gençliğim; & Ahmet Kaya;tr;country
804696;Home Is Where the Hurt Is;Porter Wagoner & Dolly Parton;en;country
930584;Have Yourself a Merry Little Christmas;Toby Keith;en;country
191640;Need I Say More;George Strait;en;country
193937;No;Jason Aldean;en;country
847536;Phaedra’s Meadow;Blue Rodeo;en;country
699135;White Freightliner Blues;Steve Earle;en;country
452797;Can’t Break the Habit;Merle Haggard;en;country
229397;I Just Started Livin’ Today;George Jones & Tammy Wynette;en;country
554054;Pick Me Up On Your Way Down;Buck Owens;en;country
754587;Nothing Compares To Loving You;Aaron Tippin;en;country
736544;Bad Moon Rising;Emmylou Harris;en;country
701961;Jig Along Home;Ramblin' Jack Elliott;;country
840369;Drop On By;Laura Bell Bundy;en;country
859522;Save All Your Lovin’ For Me;Brenda Lee;en;country
577813;Backyard Party;Owen Howell;en;country
449872;What Child Is This;Martina McBride;en;country
714006;All I Have to Offer You (Is Me);Charley Pride;en;country
639195;Grandma Got Run Over by a Reindeer;Elmo & Patsy;en;country
728056;Gimme Peace;Tom T. Hall;en;country
722619;Let Me Give Her The Flowers;Lefty Frizzell;en;country
691184;Midnight Wind;Charlie Daniels;en;country
860945;Gonna Try To Make Her Stay;Tim O'Brien;en;country
848256;Boxcar’s My Home;Boxcar Willie;en;country
189975;I Know You Won’t;Carrie Underwood;en;country
947426;If You Only Knew;Lari White;en;country
694144;I’ll Take My Sorrow Straight;Iris DeMent;en;country
3390649;Çemberimde Gül Oya; & Selda Bağcan;tr;country
802102;Wolverton Mountain;The Nitty Gritty Dirt Band;en;country
344403;Against The Grain;Garth Brooks;en;country
191331;When It’s Christmas Time in Texas;George Strait;en;country
112505;Joe DiMaggio Done It Again;Billy Bragg and Wilco;en;country
878497;Weary Blues From Waiting;Wanda Jackson;en;country
856694;You Make Lovin’ Fun;Bering Strait;en;country
737383;Woman Walk The Line;Emmylou Harris;en;country
782535;Face to Face;David Allan Coe;en;country
752925;Easy Rockin’ Chair;Roy Acuff;en;country
138406;Misty; & Laufey;en;country
923730;Whitehaven;The Handsome Family;en;country
337184;Close to Crazy;Reba McEntire;en;country
224038;Fallin’ Upside Down;Rascal Flatts;en;country
228564;God’s Gonna Get’cha (For That);George Jones & Tammy Wynette;en;country
583676;Precious Lord, Take My Hand;Hank Williams;en;country
733029;Beneath Still Waters;Emmylou Harris;en;country
228327;Faded Love;George Jones;en;country
924911;Wrapped;Bruce Robison;en;country
547991;I’m So Lonesome I Could Cry;Hank Williams;en;country
973850;The Boy Who Wouldn’t Hoe Corn;The Broken Circle Breakdown Bluegrass Band;en;country
453213;Me and Crippled Soldiers;Merle Haggard;en;country
576521;Unwed Fathers;John Prine;en;country
587397;Last Call;Lee Ann Womack;en;country
761960;Honey Hush;The Johnny Burnette Trio;en;country
322242;I Got A Woman;Johnny Cash & June Carter Cash;en;country
806321;Closer by the Hour;Porter Wagoner & Dolly Parton;en;country
7616979;Easy on the Eyes; & Texas Hill;en;country
120138;Sugar Mountain; & Neil Young;en;country
669196;Louisiana Man;Doug Kershaw;en;country
450546;So Magical;Martina McBride;en;country
325602;Ain’t No Grave (Gonna Hold This Body Down);Johnny Cash;en;country
857905;Hummin’ The Blues Over You;Brenda Lee;en;country
760823;Holdin’ Heaven;Tracy Byrd;en;country
666571;Not Too Much to Ask;Mary Chapin Carpenter (Ft. Joe Diffie);en;country
715891;Shut Me Up;Lindsay Ell;en;country
968388;You Say You Will;Trisha Yearwood;en;country
829459;New San Antonio Rose;Bob Wills;en;country
192282;I Believe;George Strait;en;country
709829;What If I Said;Anita Cochran & Steve Wariner;en;country
426071;Santa’s Gonna Come In A Pickup Truck;Alan Jackson (Ft. Alvin & The Chipmunks);en;country
968622;Just Enough Rope;Suzy Bogguss;en;country
492685;Where It’s At;Dustin Lynch;en;country
449595;Whiskey Bent and Hell Bound;Hank Williams Jr.;en;country
728235;Senior Citizen Star;Tom T. Hall;en;country
428278;Wake Me When It’s Over;Willie Nelson;en;country
945901;Young in America;Danielle Bradbery;en;country
908760;No Ship Coming In;Lost Dogs;en;country
748458;Mousturdonus;Kevin Fowler;;country
450102;To Know Him Is To Love Him;Martina McBride;en;country
189934;We’re Young and Beautiful;Carrie Underwood;en;country
151417;Only In America;Brooks & Dunn;en;country
449713;That Wasn’t Me;Martina McBride;en;country
915697;Common Man;John Conlee;en;country
428259;Are You Sure;Willie Nelson;en;country
602959;Lucky #7;Jerrod Niemann;en;country
199664;Lo and Behold!;Bob Dylan & The Band;en;country
898260;Sam’s Place;Buck Owens;en;country
229011;Jesus Saves Today;George Jones;en;country
732567;You Make Me Feel Brand New;Ronnie Milsap (Ft. Mandy Barnett);en;country
229272;You Never Looked That Good When You Were Mine;George Jones (Ft. Patti Page);en;country
683554;My Goodness;Jessi Colter;en;country
207624;I’m in No Condition;Dolly Parton;en;country
874106;Moments to Remember;Anne Murray;en;country
717049;Better Do It;RaeLynn;en;country
336507;Tears on My Pillow;Reba McEntire;en;country
127995;My Memory Ain’t What It Used to Be;Jason Aldean;en;country
5907020;Worry B Gone; & Chris Stapleton;en;country
6071050;Breaking Up Slowly; & Lana Del Rey;en;country
753274;Somewhere Under The Rainbow;Aaron Tippin;en;country
707866;Pretty Things;Gretchen Peters;en;country
739296;Doc’s Day;Old Crow Medicine Show;en;country
620759;It’s America;Rodney Atkins;en;country
753125;Branded Wherever I Go;Roy Acuff;en;country
483148;Little Red Wagon;Miranda Lambert;en;country
717321;Chicken & Biscuits;Colt Ford (Ft. James Otto);en;country
219520;Scream;Trace Adkins;en;country
698632;Night One;Luke Bryan;en;country
761044;Walking To Jerusalem;Tracy Byrd;en;country
229414;The Same Sweet Girl;George Jones;en;country
191995;The Road Less Traveled;George Strait;en;country
2123730;Şafak Türküsü; & Ahmet Kaya;tr;country
426687;Santa Claus Is Comin’ To Town;Alan Jackson;en;country
724321;Young Man’s Town;Vince Gill (Ft. Emmylou Harris);en;country
739515;Something Wicked This Way Comes;Lucinda Williams;en;country
672684;Longing for Old Virginia;The Carter Family;en;country
228539;What’s Bad for You Is Good for Me;George Jones;en;country
887933;Livin’ On;Son Volt;en;country
740448;The Fool;Lee Hazlewood;en;country
2469694;Blue Ain't Your Color; & Keith Urban;en;country
754853;When I Lay My Burden Down;Roy Acuff;en;country
939048;Thanks For The G Chord;John Michael Montgomery;en;country
734947;Almost Home;Craig Morgan;en;country
4967331;Cowboy Blues; & Kesha;en;country
321788;Seasons of My Heart;Johnny Cash;en;country
2022893;It's All Over But the Crying; & Garbage;en;country
848218;Rolling In My Sweet Baby’s Arms;Boxcar Willie;en;country
190052;Do You Hear What I Hear;Carrie Underwood;en;country
780482;I Want To Know You Before We Make Love;Alabama;en;country
193945;Grown Woman;Jason Aldean;en;country
552790;All My Roads (Lead Back To You);Ronnie Milsap;en;country
772129;She’s Got This Thing About Her;Chris Young;en;country
4084617;That’s the Way It Is; & Daniel Lanois;en;country
753202;Unloving You;Aaron Lines;en;country
716870;Half Broke Heart;Cam;en;country
910167;Revivendo;Chitãozinho & Xororó;pt;country
428986;In God’s Eyes;Willie Nelson;en;country
715161;There’s Only One;Sara Evans;en;country
791205;What’s The Matter With Me;Deborah Allen;en;country
336627;I’ve Never Stopped Dreaming of You;Reba McEntire;en;country
601646;Blues, You’re a Buzzkill;Pistol Annies;en;country
696661;8th of November;Big & Rich (Ft. Kris Kristofferson);en;country
810923;Misfire;Neko Case (Ft. Matt Murphy);en;country
781897;Cruisin’;Alabama;en;country
580394;I’ve Ranged, I’ve Roamed and I’ve Travelled;Jimmie Rodgers;en;country
919464;Eat at Joe’s;Suzy Bogguss;en;country
191176;You Sure Got This Ol’ Redneck Feelin’ Blue;George Strait;en;country
696623;Saved;Big & Rich (Ft. Gretchen Wilson);en;country
561185;Goodbye Girl;Luke Bryan;en;country
4125542;When I'm Drinkin' Whiskey; & Rusty Cage;en;country
228486;Too Cold at Home;Mark Chesnutt;en;country
864322;Surprise;Doug Stone;en;country
858787;Follow Through;Brandon Jenkins;en;country
102706;I Almost Do;Taylor Swift;en;country
707896;Blackbirds (Reprise);Gretchen Peters;en;country
863802;Lullabye;Don Francisco;en;country
228601;Sometimes You Just Can’t Win;George Jones;en;country
191084;Every Time You Throw Dirt on Her (You Lose a Little Ground);George Strait;en;country
461708;Waiting for a Train; & Jimmie Rodgers;en;country
687660;Georgia;Charlie Daniels;en;country
836868;Limehouse Blues;Chet Atkins & Les Paul;en;country
1093521;Karlı Kayın Ormanı; & Zülfü Livaneli;tr;country
935445;Because It’s Christmas Time;Buck Owens;en;country
3575479;Yiğit Muhtaç Olmuş Kuru Soğana; & Selda Bağcan;tr;country
804184;Hey, Good Lookin’;The Nitty Gritty Dirt Band;en;country
710757;Twist of Barbwire;Nashville Cast (Ft. Jonathan Jackson);en;country
